qid;query;expanded_queries
PLAIN-1320;harvard physicians’ study ii;"['1. ""Harvard Medical School’s latest research study""', '2. ""Physicians\' Study II at Harvard University""', '3. ""Harvard Health Study II analysis""', '4. ""II edition of Harvard Physicians Study""', '5. ""Research findings from Harvard\'s Physician Study II""']"
PLAIN-1331;hearing;"['1. ""sound perception""', '2. ""auditory system function""', '3. ""voice recognition technology""', '4. ""acoustic analysis software""', '5. ""speech processing applications""']"
PLAIN-1342;heme iron;['1. Iron deficiency anemia', '2. Hemoglobin levels', '3. Ferritin test', '4. Blood tests for iron', '5. Bone marrow analysis']
PLAIN-1353;hernia;['1. Abdominal hernias', '2. Herniated abdominal contents', '3. Inguinal hernia pain relief', '4. Strangulated hernia diagnosis', '5. Hernia surgery complications']
PLAIN-1363;hiroshima;"['1. ""cities devastated by atomic bomb""', '2. ""effects of nuclear bombing in hiroshima""', '3. ""remains of world war ii victims""', '4. ""atomic attack on hiroshima aftermath""', '5. ""impact of bomb dropped on hiroshima""']"
PLAIN-1374;hormonal dysfunction;"['1. ""Disorders caused by hormonal imbalance""', '2. ""Abnormalities in hormone production and secretion""', '3. ""Issues related to hormonal imbalances affecting bodily functions""', '4. ""Diseases resulting from hormonal disturbances""', '5. ""Problems associated with hormonal deficiencies and excesses""']"
PLAIN-1387;hyperactivity;"['1. ""Excessive restlessness and hyperactivity""', '2. ""Overactive behavior and impulsivity""', '3. ""Agitation and excessive movement""', '4. ""Hyperkinetic disorder symptoms""', '5. ""Restless child with excessive activity""']"
PLAIN-1398;igf-1;['1. Insulin-like growth factor 1', '2. IGF-1 test results', '3. IGF-1 levels in blood', '4. Effects of IGF-1 deficiency', '5. Hormone replacement therapy with IGF-1']
PLAIN-1409;industrial toxins;"['1. ""chemical exposure in industry""', '2. ""toxic substances in manufacturing plants""', '3. ""health effects of industrial pollutants""', '4. ""environmental hazards from factories""', '5. ""workers\' exposure to hazardous materials""']"
PLAIN-1419;insects;"['1. ""arthropods""', '2. ""bugs and creepy crawlers""', '3. ""invertebrates""', '4. ""insect specimens""', '5. ""fly-catching insects""']"
PLAIN-1429;iowa women’s health study;"['1. ""women\'s health in iowa research""', '2. ""iowa women\'s healthcare studies""', '3. ""iowans\' reproductive health analysis""', '4. ""women\'s health initiative in iowa""', '5. ""iowa women\'s medical investigation""']"
PLAIN-1441;japan;"['1. ""places of interest in japan""', '2. ""attractions and landmarks in japan""', '3. ""tourist destinations in japan""', '4. ""japanese cultural sites""', '5. ""historical and natural wonders of japan""']"
PLAIN-1453;junk food;['1. unhealthy snacks', '2. sugary treats', '3. fatty foods', '4. convenience meals', '5. processed delights']
PLAIN-1463;kidney beans;"['1. ""beans for kidneys""', '2. ""kidney bean recipes""', '3. ""kidney beans nutrition""', '4. ""bean substitutes for kidney""', '5. ""kidney bean health benefits""']"
PLAIN-1473;kohlrabi;"['1. ""baby kohlrabi""', '2. ""kohlrabi greens""', '3. ""purple cabbage""', '4. ""kohlrabi sprouts""', '5. ""garden kohlrabi""']"
PLAIN-1485;lard;['1. How can I make homemade lard?', '2. What are some recipes for using up pork fat?', '3. How do you convert rendered pork fat into lard?', '4. Can lard be used in baking instead of butter?', '5. Where can I buy high-quality pork fat for making lard?']
PLAIN-1496;leeks;"['1. ""onion greens""', '2. ""green onions""', '3. ""culantro leaves""', '4. ""wild leek bulbs""', '5. ""elephant garlic cloves""']"
PLAIN-1506;leucine;['1. Isolated leucine', '2. Leucine content in food', '3. Leucine supplements for athletes', '4. Leucine and protein synthesis', '5. Leucine deficiency symptoms']
PLAIN-1516;lindane;"['1. ""application of lindane""', '2. ""use of lindane""', '3. ""products containing lindane""', '4. ""detection of lindane""', '5. ""removal of lindane""']"
PLAIN-1527;liver disease;['1. Hepatitis conditions', '2. Bile duct disorders', '3. Jaundice symptoms', '4. Liver function issues', '5. Cholangitis causes']
PLAIN-1537;low-carb diets;"['1. ""Foods for low carb diet""', '2. ""Diets high in fat and protein""', '3. ""Low calorie eating plan""', '4. ""High protein vegetarian meal plans""', '5. ""Dietary guidelines for ketogenic lifestyle""']"
PLAIN-1547;lyme disease;"['1. ""symptoms of lyme disease""', '2. ""treatment options for lyme disease""', '3. ""chronic lyme disease symptoms""', '4. ""causes of lyme disease""', '5. ""latest research on lyme disease""']"
PLAIN-1557;magnesium;"['1. ""Calcium content in magnesium supplements""', '2. ""Magnesium deficiency symptoms and treatment""', '3. ""Sources of magnesium in food""', '4. ""Benefits of magnesium for bones and muscles""', '5. ""Role of magnesium in energy production""']"
PLAIN-1568;maple syrup;['1. How can I make homemade maple syrup at home?', '2. What are some recipes for maple syrup desserts?', '3. Where can I buy high-quality maple syrup online?', '4. Maple syrup vs honey: Which is better and why?', '5. Can you suggest a good maple syrup brand?']
PLAIN-1579;mastitis;['1. Breast infection', '2. Inflammatory breast cancer symptoms', '3. Lactation mastitis treatment', '4. Milk duct inflammation', '5. Mastitis causes and prevention']
PLAIN-1590;medical ethics;['1. Medical professional conduct and principles', '2. Bioethics in healthcare settings', '3. Professional ethical dilemmas in medicine', '4. Healthcare policy and medical practice ethics', '5. Ethical considerations in diagnosis and treatment decisions']
PLAIN-1601;memory;"['1. ""how does memory work""', '2. ""improving memory techniques""', '3. ""what is stored in memory""', '4. ""memory retention strategies""', '5. ""enhancing short-term memory""']"
PLAIN-1611;mesquite;"['1. ""Search for mesquite trees""', '2. ""Find information about mesquite beans""', '3. ""Mesquite plant identification guide""', '4. ""Explore recipes using mesquite powder""', '5. ""Learn more about mesquite wood properties""']"
PLAIN-1621;mevacor;['1. Mevacor dosage', '2. Mevacor prescription information', '3. Mevacor side effects comparison', '4. Mevacor drug interactions list', '5. Mevacor generic name lookup']
PLAIN-1635;milk;"['1. ""liquid used for drinking and cooking""', '2. ""food product derived from cow\'s milk""', '3. ""dairy product extracted from mammals""', '4. ""substance consumed as a beverage""', '5. ""fluid utilized in human nutrition""']"
PLAIN-1645;molasses;"['1. ""sweetener for baking""', '2. ""confectionary syrup usage""', '3. ""liqueur of sugar form""', '4. ""caramel substitute in cooking""', '5. ""syrup used as sweetener""']"
PLAIN-1656;mouth cancer;['1. Oral cavity cancer', '2. Gums cancer', '3. Buccal mucosa cancer', '4. Lip cancer', '5. Tongue cancer']
PLAIN-1667;muscle health;"['1. ""building and maintaining muscle strength""', '2. ""physical fitness for building muscles""', '3. ""protein intake for muscle growth""', '4. ""diet plans for increasing muscular mass""', '5. ""exercise routines for enhancing muscle tone""']"
PLAIN-1679;myelopathy;['1. Spinal cord disease affecting motor function', '2. Nerve compression leading to paralysis', '3. Neuromuscular disorder causing weakness', '4. Peripheral nerve damage impacting movement', '5. Myelin sheath degeneration impairing mobility']
PLAIN-1690;national academy of sciences;"['1. ""Academy of Sciences of the United States""', '2. ""National Academy of Sciences (U.S.)""', '3. ""Society of National Sciences""', '4. ""American National Science Foundation""', '5. ""United States National Academy""']"
PLAIN-1700;native americans;['1. Indigenous Americans', '2. Native American Heritage', '3. First Nations People', '4. Amerindians', '5. American Indian Cultures']
PLAIN-1710;neurocysticercosis;"['1. ""Neuro cysticercosis""', '2. ""Cysticercosis of the brain""', '3. ""Brain parasite infection""', '4. ""Pig tapeworm in humans""', '5. ""Central nervous system cysticercosis""']"
PLAIN-1721;nih-aarp study;"['1. ""Nih-AARP study""', '2. ""AARP Nih study""', '3. ""Study conducted by AARP and NIH""', '4. ""NIH-AARP collaboration research""', '5. ""Comparative analysis of AARP and NIH studies""']"
PLAIN-1731;norovirus;['1. How does norovirus affect the human body?', '2. Norovirus symptoms and treatment.', '3. Norovirus outbreaks statistics.', '4. Prevention methods for norovirus infection.', '5. Causes of norovirus illness.']
PLAIN-1741;nuts;"['1. ""almonds""', '2. ""peanuts""', '3. ""nut products""', '4. ""seed nuts""', '5. ""raw nuts""']"
PLAIN-1752;okra;"['1. ""green bean substitute""', '2. ""purple podded okra""', '3. ""cantaloupe vegetable""', '4. ""yellow string vegetable""', '5. ""plantain root vegetable""']"
PLAIN-1762;oral intraepithelial neoplasia;"['1. ""Oral epithelial dysplasia""', '2. ""Intraepithelial neoplasm of oral mucosa""', '3. ""Oral squamous cell carcinoma precursor""', '4. ""Cervical intraepithelial neoplasia diagnosis""', '5. ""Oral epithelium abnormality classification""']"
PLAIN-1772;organotins;"['1. ""tin compounds containing organic groups""', '2. ""organic tin-based materials""', '3. ""tin-containing organometallics""', '4. ""tin compounds with carbon chains""', '5. ""organic tin complexes and derivatives""']"
PLAIN-1784;oxen meat;"['1. ""meat from oxen""', '2. ""beef made from oxen""', '3. ""muscle meat derived from oxen""', '4. ""food obtained from oxen carcasses""', '5. ""protein extracted from oxen flesh""']"
PLAIN-1794;panama;['1. Panama Canal', '2. Panama City', '3. Panama tourism', '4. Panama wildlife', '5. Panama coffee production']
PLAIN-1805;parkinsons disease;"['1. ""symptoms of Parkinson\'s disease""', '2. ""causes of Parkinson\'s disease""', '3. ""treatments for Parkinson\'s disease""', '4. ""clinical trials for Parkinson\'s disease""', '5. ""risk factors in Parkinson\'s disease""']"
PLAIN-1817;peanut butter;['1. almond butter', '2. peanut oil spread', '3. crunchy peanut butter', '4. creamy peanut butter substitute', '5. natural peanut butter alternatives']
PLAIN-1827;peoria;"['1. ""Places near Peoria""', '2. ""Locations in Peoria area""', '3. ""Neighborhoods around Peoria""', '4. ""Peoria vicinity searches""', '5. ""Communities surrounding Peoria""']"
PLAIN-1837;pesticides;['1. Organic farming alternatives', '2. Non-toxic pest control methods', '3. Eco-friendly pesticide options', '4. Natural bug killers substitutes', '5. Herbicide-free gardening solutions']
PLAIN-1847;philippines;"['1. ""countries in asia with largest population""', '2. ""places where you can go on vacation from philippines""', '3. ""history of philippines and its significance""', '4. ""tourism industry of philippines - facts & figures""', '5. ""demographics of philippines people by age group""']"
PLAIN-1857;phytic acid;"['1. ""Inulin content""', '2. ""Starch substitute""', '3. ""Diuretic effects""', '4. ""Antioxidant properties""', '5. ""Fiber source""']"
PLAIN-1867;pineapples;"['1. ""search for pineapples online""', '2. ""find pineapple recipes and information""', '3. ""explore pineapple products and uses""', '4. ""discover pineapple-related articles and videos""', '5. ""browse pineapple marketplaces and stores""']"
PLAIN-1877;plant-based diet;['1. Vegan eating plan', '2. Whole food plant-based diet', '3. Plant-based meal options', '4. Plant-based nutrition guide', '5. Sustainable plant-based diet']
PLAIN-1887;poisonous plants;"['1. ""List of poisonous plants""', '2. ""Identification guide for poisonous plants""', '3. ""Poisonous plant identification app""', '4. ""Information about toxic plants""', '5. ""Guide to identifying and avoiding poisonous plants""']"
PLAIN-1897;polypropylene plastic;"['1. ""Polypropylene material for industrial use""', '2. ""Manufacturing of polypropylene products""', '3. ""Applications of polypropylene in packaging industry""', '4. ""Polypropylene recycling process explained""', '5. ""Cost analysis of producing polypropylene pellets""']"
PLAIN-1909;pork;['1. Beef cuts suitable for roasting', '2. Pork alternatives in vegetarian cuisine', '3. Healthy pork substitutes for meatloaf', '4. Pork tenderloin as a low-carb protein source', '5. Recipes using lamb instead of pork']
PLAIN-1919;poultry workers;"['1. ""Farmers who handle poultry""', '2. ""Butcher and poultry workers""', '3. ""Poultry slaughterhouse employees""', '4. ""Broiler farmers in America""', '5. ""Chicken processing plant personnel""']"
PLAIN-1929;prenatal vitamins;"['1. ""Best prenatal vitamin brands""', '2. ""Pregnancy supplements for vitamins""', '3. ""Nutritional needs during pregnancy""', '4. ""Vitamin intake recommendations for pregnant women""', '5. ""Preconception health and nutrition guide""']"
PLAIN-1940;prolactin;"['1. ""levels of prolactin in blood""', '2. ""effects of high prolactin levels""', '3. ""causes and symptoms of low prolactin levels""', '4. ""test for prolactin overproduction""', '5. ""interactions between prolactin and other hormones""']"
PLAIN-1950;prunes;"['1. ""fresh prune juice""', '2. ""prune fruit benefits""', '3. ""prunes for digestion""', '4. ""prune syrup recipe""', '5. ""organic prunes vs regular""']"
PLAIN-1962;pumpkin;['1. What are some recipes for pumpkin soup?', '2. How do I make a homemade pumpkin pie?', '3. Can you recommend books about pumpkins and their history?', '4. Where can I find local pumpkin patches in my area?', '5. What is the best way to store canned pumpkin for long-term use?']
PLAIN-1972;quinine;"['1. ""medicinal properties of quinine""', '2. ""quinine usage in traditional medicine""', '3. ""quinine allergy symptoms""', '4. ""quinine treatment for malaria""', '5. ""quinine poisoning causes and prevention""']"
PLAIN-1983;rapamycin;"['1. ""sirolimus""', '2. ""mTOR inhibitor""', '3. ""rapamycin analogs""', '4. ""therapeutic effects of rapamycin""', '5. ""growth inhibition by rapamycin""']"
PLAIN-1995;red tea;['1. Green tea with a red hue', '2. Red-brown tea leaves', '3. Crimson infused teas', '4. Dark roaster black tea', '5. Cherry colored tea blends']
PLAIN-2009;rhabdomyolysis;"['1. ""myoglobin release in muscle""', '2. ""muscle breakdown condition""', '3. ""acute renal failure due to myoglobinuria""', '4. ""muscular dystrophy complication""', '5. ""severe skeletal muscle injury""']"
PLAIN-2019;rickets;"['1. ""bone disease in children""', '2. ""softening of bones in adults""', '3. ""rickety joints and legs""', '4. ""rachitic conditions overview""', '5. ""osteomalacia - medical definition""']"
PLAIN-2030;rutin;"['1. ""natural sources of rutin""', '2. ""benefits and uses of rutin""', '3. ""chemical composition of rutin""', '4. ""health benefits of rutin""', '5. ""extracts containing rutin""']"
PLAIN-2040;salmon;"['1. ""fresh salmon recipes""', '2. ""how to cook wild salmon""', '3. ""organic salmon fillets for sale""', '4. ""best sushi grade salmon""', '5. ""low sodium salmon recipes""']"
PLAIN-2051;saturated fat;"['1. ""Trans fats""', '2. ""Unhealthy fats""', '3. ""Dietary cholesterol""', '4. ""Fatty acids breakdown""', '5. ""High saturated fat foods""']"
PLAIN-2061;seafood;['1. Seafood delicacies', '2. Fresh seafood options', '3. Shellfish recipes', '4. Seafood markets review', '5. Sustainable seafood choices']
PLAIN-2071;serotonin;"['1. ""neurotransmitter responsible for mood""', '2. ""chemical messenger in brain affecting emotions""', '3. ""serotonin levels and their impact on health""', '4. ""psychoactive neurotransmitter linked to happiness""', '5. ""brain hormone involved in emotional balance""']"
PLAIN-2081;shelf life;"['1. How long can food stay fresh?', ""2. What's the expiration date for products?"", '3. Shelf life of various items explained.', '4. Food storage duration and safety tips.', '5. Longevity period of perishable goods.']"
PLAIN-2092;sirtuins;"['1. ""functions of sirtuin proteins""', '2. ""sirtuin gene mutations""', '3. ""sirtuin inhibitors and targets""', '4. ""aging mechanisms involving sirtuins""', '5. ""sirtuin knockdown effects""']"
PLAIN-2102;smoking;"['1. ""tobacco use""', '2. ""cigarette smoking""', '3. ""nicotine addiction""', '4. ""heating with cigarettes""', '5. ""lighting up habit""']"
PLAIN-2113;soil health;['1. Improving soil quality', '2. Nutrient management in agriculture', '3. Soil organic matter enhancement', '4. Healthy soils for sustainable farming', '5. Enhancing microbial activity in soil']
PLAIN-2124;spearmint;"['1. ""mint extract""', '2. ""spearmint oil""', '3. ""spearmint essential oil""', '4. ""spearmint flavor""', '5. ""spearmint compound""']"
PLAIN-2134;splenda;"['1. ""allulose""', '2. ""sucralose""', '3. ""aspartame""', '4. ""erythritol""', '5. ""rebaudioside a""']"
PLAIN-2145;st johns wort;"['1. ""kava tea""', '2. ""chamomile flowers""', '3. ""oregano leaves""', '4. ""ginger root""', '5. ""lavender buds""']"
PLAIN-2156;stevia;"['1. ""natural sweetener alternatives""', '2. ""sweetener options for diabetics""', '3. ""herbal sugar substitutes""', '4. ""sugar-free food choices""', '5. ""low-calorie sweetener sources""']"
PLAIN-2167;subsidies;['1. Financial aid programs', '2. Tax incentives', '3. Government grants', '4. Economic assistance schemes', '5. Public subsidies initiatives']
PLAIN-2177;sulfur;"['1. Search for information related to sulfur compounds.', '2. Find content about sulfur in various forms and applications.', ""3. Explore resources discussing sulfur's role in chemistry and environmental science."", '4. Look into articles about sulfur emissions and their impact.', '5. Research studies involving sulfur as a component in materials science.']"
PLAIN-2187;suppositories;"['1. ""medications for rectal use""', '2. ""rectal medications""', '3. ""suppository products""', '4. ""insertion suppositories""', '5. ""internal suppositories""']"
PLAIN-2197;sweeteners;['1. Energy enhancers', '2. Nutrient boosters', '3. Sugar alternatives', '4. Flavor substitutes', '5. Sweetener sources']
PLAIN-2209;taro;"['1. ""how do i grow taro""', '2. ""taros nutritional benefits""', '3. ""what are the uses of taro leaves""', '4. ""where can i buy fresh taro""', '5. ""history and origin of taro plant""']"
PLAIN-2220;tempeh;"['1. ""fermentable soy product""', '2. ""plant-based protein substitute""', '3. ""cultured soybean cake""', '4. ""soy bean paste""', '5. ""edamame derivative""']"
PLAIN-2230;thiamine;"['1. ""vitamin B1""', '2. ""magnesium threonate""', '3. ""coenzyme Q10""', '4. ""beriberi treatment""', '5. ""dietary supplement for brain health""']"
PLAIN-2240;titanium dioxide;['1. Titanium Dioxide', '2. White Oxide of Iron', '3. Zinc Sulfate Pentahydrate', '4. Rutile (Mineral)', '5. Calcium Titanate']
PLAIN-2250;tongue worm;"['1. ""mouth parasite""', '2. ""swollen tongue infection""', '3. ""harmful oral worm""', '4. ""oral parasitic worm""', '5. ""fungus gnats in mouth""']"
PLAIN-2261;trans fats;"['1. ""hydrogenated fats""', '2. ""artificially made fats""', '3. ""saturated fat alternatives""', '4. ""unhealthy dietary fats""', '5. ""food products containing oleic acid""']"
PLAIN-2271;tufts;"['1. ""tufts university campus""', '2. ""tufts college admission process""', '3. ""tufts alumni directory""', '4. ""tufts graduate programs""', '5. ""tufts job opportunities for recent graduates""']"
PLAIN-2281;turnips;"['1. ""potatoes""', '2. ""carrots""', '3. ""cabbage""', '4. ""onions""', '5. ""beets""']"
PLAIN-2291;ultra-processed foods;"['1. ""highly processed foods""', '2. ""industrialized meals""', '3. ""fast food alternatives""', '4. ""food additives""', '5. ""synthetic ingredients""']"
PLAIN-2301;uterine health;['1. Pelvic health and wellness', '2. Female reproductive system care', '3. Uterus preservation tips', '4. Fertility enhancement strategies', '5. Abdominal organ health guide']
PLAIN-2311;veal;['1. Pork from animals raised for veal', '2. Beef and veal cuts comparison chart', '3. Veal recipes with vegetables', '4. Organic veal farming practices', '5. Veal substitutes in vegetarian cooking']
PLAIN-2321;veggie chicken;"['1. ""vegetarian chicken dish""', '2. ""chicken with vegetable toppings""', '3. ""grilled veggie and chicken sandwich""', '4. ""spicy chicken stir-fry with vegetables""', '5. ""vegan chicken curry with greens""']"
PLAIN-2332;viral infections;"['1. ""Spread of diseases through human-to-human contact""', '2. ""Infectious illnesses spreading rapidly""', '3. ""Pathogens causing widespread outbreaks""', '4. ""Diseases transmitted from person to person""', '5. ""Viral contagions affecting large populations""']"
PLAIN-2343;vitamin k;"['1. ""supplement containing vitamin K""', '2. ""k-vitamin dietary supplement""', '3. ""vitamin K extract for health benefits""', '4. ""K vitamins and their functions in body""', '5. ""health effects of vitamin K supplementation""']"
PLAIN-2354;walnut oil;['1. Organic walnut oil', '2. Walnut seed oil', '3. Nut oil from walnuts', '4. Oil pressed from walnuts', '5. Ground walnut oil']
PLAIN-2364;weight gain;['1. How can I lose weight?', '2. What are some effective diet plans for weight loss?', '3. Can you suggest exercises to reduce body fat?', '4. How does my metabolism affect my weight gain?', '5. Are there any natural remedies for weight gain?']
PLAIN-2375;whiting;"['1. ""yellow perch""', '2. ""broad whitefish""', '3. ""striped bass""', '4. ""rainbow trout""', '5. ""turbot""']"
PLAIN-2386;worms;"['1. ""invertebrates""', '2. ""earthworms""', '3. ""nematodes""', '4. ""annelids""', '5. ""vermi composting""']"
PLAIN-2396;yale;"['1. ""university of yale""', '2. ""yale university campus""', '3. ""search for yale college""', '4. ""apply to yale school of engineering""', '5. ""yale graduate programs""']"
PLAIN-2408;zoloft;['1. Sertraline for anxiety and depression', '2. Anti-anxiety medication Zoloft', '3. Prescription SSRI antidepressant Zoloft', '4. Zoloft side effects and warnings', '5. Zoloft dosage and usage instructions']
PLAIN-2430;preventing brain loss with b vitamins;['1. How can I prevent cognitive decline through vitamin B intake?', '2. Can consuming vitamin B supplements protect against memory loss?', '3. What are some natural methods for reducing brain aging effects using B vitamins?', '4. How effective are B vitamins in combating age-related mental deterioration?', '5. Is there evidence supporting the use of vitamin B to slow down neurological decline?']
PLAIN-2440;more than an apple a day combating common diseases;"['1. ""improving health beyond daily consumption of apples in disease prevention""', '2. ""the impact of consuming more than just apples on reducing various ailments""', '3. ""strategies for enhancing wellness through diets rich in fruits other than apples""', '4. ""treating and preventing illnesses with a diet exceeding apple intake alone""', '5. ""combating numerous medical conditions by eating beyond just apples every day""']"
PLAIN-2450;are organic foods safer;['1. Are natural foods more beneficial?', '2. Is there any scientific evidence supporting the safety of organic produce?', '3. What are the potential health benefits of consuming organically grown food?', '4. How does the consumption of organic versus conventional foods compare in terms of nutritional value?', '5. Can organic farming practices reduce exposure to harmful pesticides and chemicals?']
PLAIN-2460;diabetes as a disease of fat toxicity;"['1. ""fat accumulation and diabetes""', '2. ""obesity-linked diabetes""', '3. ""lipotoxicity in diabetes""', '4. ""metabolic syndrome and diabetes""', '5. ""insulin resistance and obesity""']"
PLAIN-2470;is milk good for our bones;['1. Can milk be beneficial for bone health?', '2. Is dairy products recommended for bone strength?', '3. How does consuming milk affect bone density?', '4. What are the effects of milk on bone development?', '5. Are there any alternatives to milk for strong bones?']
PLAIN-2480;preventing ulcerative colitis with diet;['1. How can I manage my ulcerative colitis through dietary changes?', '2. What are some natural remedies for preventing ulcerative colitis flare-ups?', '3. Can a specific diet prevent the onset of ulcerative colitis?', '4. Which foods should be avoided in order to reduce the risk of developing ulcerative colitis?', '5. Are there any particular diets recommended for people trying to prevent ulcerative colitis?']
PLAIN-2490;the actual benefit of diet vs drugs;['1. What are the specific advantages of adopting a dietary approach compared to pharmaceutical interventions?', '2. How do real-world outcomes compare between diets and medication for various health conditions?', '3. Which benefits distinguish eating habits from drug therapies in managing chronic diseases?', '4. What makes the practical effects of altering your diet superior to those of taking medications?', '5. In what ways does adhering to a nutritious lifestyle exceed the efficacy of using medicines?']
PLAIN-2500;the saturated fat studies buttering up the public;"['1. ""Studies investigating the effects of consuming saturated fats from butter""', '2. ""Research examining the impact of saturated fat content in butter on health""', '3. ""Nutritional analysis comparing saturated fats found in butter with other dietary sources""', '4. ""Public perception and its relation to recommendations regarding saturated fat intake from butter""', '5. ""Saturated fat content in butter and its influence on consumer attitudes and behavior""']"
PLAIN-2510;coffee and artery function;"['1. ""effects of coffee on heart health""', '2. ""benefits of drinking coffee for arteries""', '3. ""how does coffee affect blood vessels""', '4. ""the impact of caffeine on circulatory system""', '5. ""relation between coffee consumption and arterial stiffness""']"
PLAIN-2520;caloric restriction vs plant-based diets;['1. What are the differences between caloric restriction and plant-based diets?', '2. How do caloric restriction and plant-based diets impact health outcomes?', '3. Compare caloric restriction with other dieting methods.', '4. Explore the benefits of a plant-based diet versus caloric restriction.', '5. Analyze the effects of both caloric restriction and plant-based diets on longevity.']
PLAIN-2530;infectobesity adenovirus 36 and childhood obesity;['1. Adenovirus 36 infection and its association with childhood obesity', '2. Infection by Adenovirus 36 and its impact on childhood obesity', '3. Adenovirus 36 virus and its relation to childhood obesity', '4. The role of Adenovirus 36 in causing childhood obesity', '5. Adenovirus 36 transmission and its connection to childhood obesity']
PLAIN-2540;does cholesterol size matter;['1. Does the size of my cholesterol matter for health?', '2. How does the size of cholesterol particles affect overall health?', '3. Is there a difference in health outcomes based on cholesterol particle size?', '4. What are the implications of varying cholesterol particle sizes on cardiovascular risk?', '5. Can changes in cholesterol particle size influence treatment effectiveness?']
PLAIN-2550;barriers to heart disease prevention;['1. What are the obstacles in preventing heart disease?', '2. How can we overcome barriers to reducing heart disease risk?', '3. What are the impediments to achieving heart disease prevention?', '4. What factors hinder effective heart disease prevention strategies?', '5. Which challenges do we face in preventing heart disease?']
PLAIN-2560;childhood constipation and cow’s milk;"['1. ""constipation in childhood due to cow\'s milk""', '2. ""cow\'s milk causing childhood constipation""', '3. ""effect of cow\'s milk on childhood constipation""', '4. ""constipation issues in kids linked to cow\'s milk""', '5. ""cow\'s milk and its impact on child constipation""']"
PLAIN-2570;diabetics should take their pulses;['1. How can I check my pulse as a diabetic?', '2. What are the signs of poor blood circulation in diabetics?', '3. Why is monitoring pulse important for managing diabetes?', '4. Diabetic care tips - checking your pulse regularly.', '5. Pulse checks for people with diabetes explained.']
PLAIN-2580;academy of nutrition and dietetics conflicts of interest;['1. Academy of Nutrition and Dietetics professional ethics', '2. Academy of Nutrition and Dietetics code of conduct', '3. Academy of Nutrition and Dietetics conflict disclosure', '4. Academy of Nutrition and Dietetics transparency policy', '5. Academy of Nutrition and Dietetics ethical considerations']
PLAIN-2590;do vegetarians get enough protein;['1. How can I ensure my vegetarian diet provides adequate protein intake?', '2. What are some protein-rich plant-based options for vegetarians?', '3. Can a vegetarian diet meet all nutritional needs including protein?', '4. How do vegans and vegetarians balance their protein consumption?', '5. Which food sources provide sufficient protein for those following a strict vegetarian lifestyle?']
PLAIN-2600;eggs and arterial function;['1. Health benefits of eggs', '2. Egg consumption and heart health', '3. Effects of eggs on blood vessels', '4. Nutritional value of eggs for arteries', '5. Role of eggs in maintaining cardiovascular health']
PLAIN-2610;treating asthma with plants vs supplements;['1. Using herbs for managing asthma symptoms', '2. Natural remedies for controlling asthma', '3. Asthma treatment options involving botanicals', '4. Herbal approaches in treating asthma', '5. Alternative therapies for asthma using plants']
PLAIN-2620;phytates for the treatment of cancer;"['1. ""anti-cancer properties of phytates""', '2. ""phytic acid and its role in treating cancer""', '3. ""cancer prevention through phytate intake""', '4. ""effectiveness of phytates against cancer cells""', '5. ""phytates as a dietary supplement for cancer treatment""']"
PLAIN-2630;alkylphenol endocrine disruptors and allergies;"['1. ""chemicals causing allergic reactions linked to alkylphenols""', '2. ""alkylphenols as allergens and their impact on health""', '3. ""endocrine disruption from alkylphenols in relation to allergies""', '4. ""alkylphenols and allergy triggers - a study of chemicals""', '5. ""alkylphenols\' role in triggering allergies: research findings""']"
PLAIN-2640;chicken salmonella thanks to meat industry lawsuit;"['1. ""thanks for chicken salmonella outbreak due to meat industry""', '2. ""meat industry lawsuits linked to salmonella in chicken""', '3. ""chicken and salmonella blame on meat industry lawsuit""', '4. ""salmonella outbreak from chicken caused by meat industry lawsuit""', '5. ""due to meat industry lawsuit, chicken carries salmonella""']"
PLAIN-2650;turmeric curcumin and osteoarthritis;['1. Curcumin and turmeric for joint pain', '2. Benefits of turmeric in treating arthritis', '3. Curcumin supplementation for osteoarthritis relief', '4. Turmeric and curcumin for inflammation reduction in joints', '5. Osteoarthritis treatment using curcumin and turmeric']
PLAIN-2660;how long to detox from fish before pregnancy;"['1. What are safe periods for a pregnant woman after quitting eating fish?', '2. How many days should I wait before trying to conceive after stopping seafood consumption?', '3. Can you suggest how long should I abstain from eating fish during my preconception period?', ""4. What's the recommended duration of time to avoid consuming fish while trying to become pregnant?"", '5. Could you provide details on how much time is needed to detox from eating fish before becoming pregnant?']"
PLAIN-2670;is caramel color carcinogenic;['1. Is it safe for humans if we consume food with caramel coloring?', '2. Can consuming foods containing caramel color lead to cancer risk?', '3. Does caramel coloring in food pose a health threat?', '4. Is there any scientific evidence linking caramel color consumption to cancer?', '5. What are the potential health effects of ingesting caramel color?']
PLAIN-2680;counteracting the effects of dioxins through diet;['1. How can I reduce the intake of dioxin in my diet?', '2. What are natural foods that counteract dioxin in my body?', '3. Which dietary changes can neutralize the impact of dioxins?', '4. How does incorporating certain foods affect reducing dioxin levels?', '5. Can you suggest foods rich in compounds that detoxify dioxins?']
